col0,col1,col2,col3
Richmond Spiders women's basketball,Spiders,1919-01-01,Robins Center
Idaho State Bengals women's basketball,Bengals,1974-01-01,Reed Gym
Southern Miss Lady Eagles basketball,Lady Eagles,1975-01-01,Reed Green Coliseum
Illinois State Redbirds women's basketball,Redbirds,1971-01-01,Redbird Arena
Western Carolina Catamounts women's basketball,Catamounts,1965-01-01,Ramsey Center
Portland State Vikings women's basketball,Vikings,1975-01-01,Peter Stott Center
George Mason Patriots women's basketball,Patriots,1973-01-01,Patriot Center
New Mexico State Aggies women's basketball,Aggies,1973-01-01,Pan American Center
Duquesne Dukes women's basketball,Dukes,1974-01-01,Palumbo Center
Colorado State Rams women's basketball,Rams,1974-01-01,Moby Arena
High Point Panthers women's basketball,Panthers,1967-01-01,Millis Athletic Convocation Center
Gonzaga Bulldogs women's basketball,Bulldogs,1987-01-01,McCarthey Athletic Center
Cal State Northridge Matadors women's basketball,Matadors,1974-01-01,Matadome
