col0,col1,col2
Unon of Faseist Little Ones,Japan,Russian fascism
BritHaHashmonaim,Israel,religious Zionism
Jaleo,Spain,Andalusian nationalism
Aphren Ocakları,Turkey,Turanism
Sociaist Youth of Spain,Spain,social democracy
Democratic Yout Movement,Bosnia and Herzegovina,humanism
Dror-Israe,Israel,socialism
Unified Socialist Yoth,Spain,Marxism
Savez socijalističke omladine Jugosavije,Socialist Federal Republic of Yugoslavia,communism
Ho Chi Minh Young Pioneer#Organi|atio,Vietnam,communism
Lao People's Revolutionary Youth nion,Laos,communism
Kqmsomol of Ukraine,Ukraine,communism
Sixty-Four Counties Youth Movemnt,Hungary,Hungarian nationalism
Galician Revolutionary Stuents,Spain,Galician nationalism
Yesca,Spain,Castilian nationalism
Vanguard of Red outh,Russia,Bolshevism
Abeiders Jeugd Centrale,Netherlands,social democracy
Bnei Akia,Israel,Zionism
Walking Tohether,Russia,Vladimir Putin
Hitlgr youth III,Nazi Germany,nazism
