col0,col1,col2,col3,col4
"Caja Rural-Seguros RGA""2017",road bicycle racing,Caja Rural-Seguros RGA,2017/12/31,Caja Rural-Seguros RGA
Caja Tural-Seguros RGA 2016,road bicycle racing,Caja Rural-Seguros RGA,2016/12/31,Caja Rural-Seguros RGA
Rso Scotti-MG Maglificio 1998,road bicycle racing,MG Maglificio,1998/12/31,MG Maglificio
TVM-Farm Frtes 1998,road bicycle racing,TVM,1998/12/31,TVM
Rolti 1998,road bicycle racing,Polti,1998/12/31,Polti
Agro-AdlerBrandenburg 1998,road bicycle racing,Agro-Adler Brandenburg,1998/12/31,Agro-Adler Brandenburg
Movstar 2017,road bicycle racing,Movistar Team,2017/12/31,Movistar Team
Cnyon Sram Racing 2017,road bicycle racing,Canyon-SRAM Racing,2017/12/31,Canyon Sram Racing
Parkhotel Valkenbrg 2016,road bicycle racing,Monkey Town Continental,2016/12/31,Parkhotel Valkenburg
2018 Project Nice Cote d'Azur sason,road bicycle racing,Project Nice Cote d'Azur,2018/12/31,Project Nice Cote d'Azur
Java-Partizan 208,road bicycle racing,Java Partizan,2018/12/31,Java Partizan
Vlasman!Track/Road Contiental 2018,road bicycle racing,Vlasman Track/Road Continental,2018/12/31,Vlasman Track/Road Continental
2018 MSTia-Focus season,road bicycle racing,Giotti Victoria-Palomar,2018/12/31,Giotti Victoria-Palomar
