col0,col1,col2
F.C. Porto,2013 Supertaça Cândido de Oliveira,Portugal
SK Rapid Wien,Zentropacup,Austria
KWO Berlin,GDR Badminton Sonderliga 1989/1990,German Democratic Republic
Olympiakos Nicosia FC,1940-41 Cypriot Cup,Republic of Cyprus
SV Meppen,2018–19 3. Liga,Germany
Wanderers F.C.,1872 FA Cup Final,United Kingdom
Pogoń Szczecin,2013–14 Ekstraklasa,Poland
Podbeskidzie Bielsko-Biała,2013–14 Ekstraklasa,Poland
PEC Zwolle,2014 KNVB Cup Final,Netherlands
KS Cracovia,2014–15 Ekstraklasa,Poland
Real Oviedo,2015–16 Segunda División,Spain
GNK Dinamo Zagreb,Zentropacup,Croatia
FC Dynamo Kyiv,1986 European Cup Winners' Cup Final,Ukraine
SpVgg Unterhaching,2018–19 3. Liga,Germany
KFC Uerdingen 05,2018–19 3. Liga,Germany
