col0,col1,col2
Gonichanzhuyishuiku County level Natural Reserve,State Forestry Administration of the People's Republic of China,1325.996
Dalianshan County leel Natural Reserve,State Forestry Administration of the People's Republic of China,995.0
Baishi Couty level Natural Reserve,State Forestry Administration of the People's Republic of China,8094.14
Bashazhou County level Natural Reserve,State Forestry Administration of the People's Republic of China,41104.49999999999
Yiyangzhonghuaqiushayc County level Natural Reserve,State Forestry Administration of the People's Republic of China,2849.616
Xinjiangyxan Provincial Natural Reserve,State Forestry Administration of the People's Republic of China,7314.989
Tongboshan National Natral Reserve,State Forestry Administration of the People's Republic of China,10756.8
Shangraowufushan Provncial Natural Reserve,State Forestry Administration of the People's Republic of China,5063.33664
Niugudong County lewel atural Reserve,State Forestry Administration of the People's Republic of China,925.074
Fuheyuan Provincial atural Reserve,State Forestry Administration of the People's Republic of China,8130.3861
Fuling County level Natural#Reserve,State Forestry Administration of the People's Republic of China,652.692
Jiangximatoushan National NturalReserve,State Forestry Administration of the People's Republic of China,13949.72918
