col0,col1,col2,col3,col4
Communauté de communes des 4 rivières,30613,community of communes,Communauté de communes des Monts et de l'Andelle,Gournay-en-Bray
communauté de communes du Vimeu,23445,community of communes,Communauté de communes du Vimeu Industriel,Friville-Escarbotin
Le Gesnois Bilurien,31316,community of communes,communauté de communes du Pays des Brières et du Gesnois,Montfort-le-Gesnois
Communauté de communes Avre-Luce-Noye,22231,community of communes,Communauté de communes Avre Luce Moreuil,Moreuil
communauté de communes Somme-Sud-Ouest,39455,community of communes,Communauté de communes de la Région d'Oisemont,Poix-de-Picardie
communauté de communes Ponthieu-Marquenterre,33878,community of communes,Communauté de communes du canton de Nouvion-en-Ponthieu,Rue
communauté de communes du pays de Bâgé et de Pont-de-Vaux,25831,community of communes,communauté de communes du canton de Pont-de-Vaux,Ozan
communauté de communes de la Veyle,22575,community of communes,communauté de communes des bords de Veyle,Pont-de-Veyle
Communauté de communes Sud Vendée Littoral,56344,community of communes,Communauté de communes du Pays de Sainte-Hermine,Luçon
Communauté de communes du Pays de Saint-Fulgent - Les Essarts,28135,community of communes,Communauté de communes du Pays des Essarts,Saint-Fulgent
