col0,col1,col2,col3,col4
Winchester College,independent school,United Kingdom,Winchester,1382-01-01
Iona Preparatory School,boys school,United States of America,New Rochelle,1916-01-01
Abingdon School,boys school,United Kingdom,Oxfordshire,1980-09-30
Winchester College,boys school,United Kingdom,Winchester,1382-01-01
Sonoma Academy,day school,United States of America,California,2001-01-01
Eaglesvale Senior School,day school,Zimbabwe,Harare,1911-01-01
Marlborough College,school (building),United Kingdom,Marlborough,1843-01-01
Iona Preparatory School,Catholic school,United States of America,New Rochelle,1916-01-01
Downside School,Catholic school,United Kingdom,Mendip,1945-01-01
Eaglesvale Senior School,mixed-sex education,Zimbabwe,Harare,1911-01-01
Sonoma Academy,university-preparatory school,United States of America,California,2001-01-01
