col0,col1,col2,col3
Polish Institute in Budapest,Budapest,1939-01-01,Polish Institute
Institució de les Lletres Catalanes,Barcelona,1937-09-13,Ministry of Culture of Catalonia
German Archaeological Institute at Madrid,Madrid,1943-01-01,German Archaeological Institute
Chernivtsi Institute of Trade and Economics of Kyiv National University of Trade and Economics,Chernivtsi,1966-01-01,Kyiv National University of Trade and Economics
The Institute of Higher Qualification of Kyiv National University of Trade and Economics,Kyiv,2000-01-01,Kyiv National University of Trade and Economics
Instytut Nauk Prawnych,Staszic Palace,1956-01-01,Polish Academy of Sciences
Institute of Botany of the Czech Academy of Sciences,Průhonice,1962-01-01,Czech Academy of Sciences
Institute of Czech Literature,Prague,1946-01-01,Czech Academy of Sciences
Institute of Organic Chemistry and Biochemistry,Prague,1953-01-01,Czech Academy of Sciences
"Oriental Institute, ASCR",Prague,1922-01-01,Czech Academy of Sciences
Parlementair Documentatie Centrum,The Hague,1974-01-01,Leiden University
Institute of French Studies - University of Warsaw,Warsaw,1919-01-01,University of Warsaw
Instituto Leonés de Cultura,León,1994-01-01,Confederación Española de Centros de Estudios Locales
Instituto Carlos I de Física Teórica y Computacional,Facultad de Ciencias (Universidad de Granada),1991-01-01,University of Granada
Instituto Universitario Centro de Innovación en Química y Materiales Avanzados,Campus Miguel Delibes,2004-01-01,University of Valladolid
Instituto Universitario de Oftalmobiología Aplicada,Campus Miguel Delibes,2009-01-01,University of Valladolid
Institute of Sociology,Prague,1990-01-01,Czech Academy of Sciences
Institute of Physics of the Czech Academy of Sciences,Prague,1954-01-01,Czech Academy of Sciences
Polish Institute in Moscow,Moscow,1988-01-01,Polish Institute
Institut d'études théâtrales de Paris,Censier,1959-11-21,University of Paris III: Sorbonne Nouvelle
