col0,col1,col2,col3
Bakehouse And Wash House 5 Metres West Of Beaumont Rectory,Grade II listed building,Beaumont-cum-Moze,United Kingdom
"Bakehouse, 5 Metres North Of No 8",Grade II listed building,Stogursey,United Kingdom
Bakehouse 20 Metres East Of Hall Farmhouse,Grade II listed building,Coddenham,United Kingdom
Bakehouse To East Of Bradwell Abbey House,Grade II listed building,Bradwell Abbey,United Kingdom
Bakehouse Cottage,Grade II listed building,Marshfield,United Kingdom
Former Bakehouse To Rear Of Number 100 (The Old Post Office),Grade II listed building,Danbury,United Kingdom
Bakehouse About 3 Metres North Of Rock House,Grade II listed building,Aust,United Kingdom
Bakehouse Approximately 5 Metres North Of Great Weeke Farmhouse,Grade II listed building,Chagford,United Kingdom
Bakehouse To Rear Of Number 114,Grade II listed building,Addingham,United Kingdom
Bakehouse North Of Hamish Park,Grade II listed building,Herefordshire,United Kingdom
Bakehouse Cottage,Grade II listed building,Northamptonshire,United Kingdom
De Rollen,Rijksmonument,Groningen,Netherlands
Boschlust (Westervelde),Rijksmonument,Noordenveld,Netherlands
Italian Community Bake Oven,place listed on the National Register of Historic Places,Little Falls,United States of America
bakehouse (Heiligenstadt),architectural heritage monument in Bavaria,Heiligenstadt in Oberfranken,Germany
Kreuzstraße 1,Kulturdenkmal,Langgöns,Germany
Backhaus in Alfeld,architectural heritage monument in Bavaria,Alfeld,Germany
Backhaus in Hartenstein,architectural heritage monument in Bavaria,Hartenstein,Germany
Backhaus und Kleintierstall in Ottensoos,architectural heritage monument in Bavaria,Ottensoos,Germany
Backhaus in Engelthal,architectural heritage monument in Bavaria,Engelthal,Germany
