col0,col1,col2,col3
RATP El Djazaïr,2008-01-01,RATP,Algiers
LOOK Busreisen,1925-01-01,Niederrheinische Verkehrsbetriebe,Kleve
Stadtwerke Verkehrsgesellschaft Frankfurt am Main,1996-01-01,Stadtwerke Frankfurt,Frankfurt am Main
Mosgortrans,1958-01-01,Government of Moscow,Moscow
Moscow Railway,1959-07-14,Russian Railways,Moscow
North Caucasus Railway,1861-01-01,Russian Railways,Rostov-on-Don
Transportes Sul do Tejo,1995-01-01,Arriva,Laranjeiro
Alleo,2007-01-01,SNCF,Strasbourg
VIAS,2005-01-01,DSB,Frankfurt am Main
Verkehrsbetrieb Potsdam,1990-12-01,Stadtwerke Potsdam,Potsdam
Allgemeine Deutsche Eisenbahn-Betriebs-GmbH,1915-01-01,AG für Verkehrswesen,Berlin
