col0,col1,col2,col3
Busse Elektromobil-Bau,Magdeburg,Kommanditgesellschaft (Germany),1923-01-01
Bieber vehicles,Borken,GmbH,1999-01-01
Podeus,Wismar,Aktiengesellschaft,1924-01-01
Kondor,Brandenburg an der Havel,Aktiengesellschaft,1902-01-01
Szawe vehicles,Berlin,Aktiengesellschaft,1924-01-01
Brixia-Zust,Brescia,joint-stock company,1912-01-01
Victoria,Nuremberg,joint-stock company,1966-01-01
S.C.A.P.,Boulogne-Billancourt,société anonyme,1929-01-01
Aspa,Příbram,akciová společnost,1929-01-01
Peugeot-Croizat,Turin,S.p.A.,1907-01-01
Officine Stampaggi Industriali,Turin,S.p.A.,1968-01-01
UzAuto Motors,Asaka,joint-stock company,2015-01-01
Trnavské automobilové závody,Trnava,joint-stock company,2008-01-01
Brockmore Classic Replicas,Brierley Hill,private company limited by shares,1994-01-01
Edge Sportscars,Ruislip,private company limited by shares,2010-08-03
Yorkshire Patent Steam Wagon Co.,Leeds,Kompanie,1993-01-01
Vest Buss,Stryn,aksjeselskap,2016-10-25
Battery Manufacturing Association,Hove,private company limited by shares,1957-01-01
Vapomobile,Nottingham,private company limited by shares,1904-01-01
Joel-Rosenthal,London,public limited company,1902-01-01
