col0,col1,col2,col3
RKVV Brabantia,Netherlands,Eindhoven,Eindhoven
BSV Boeimeer,Netherlands,Breda,Breda
RKSV Halsteren,Netherlands,Bergen op Zoom,Bergen op Zoom
EHC Hoensbroek,Netherlands,Heerlen,Heerlen
SV Spakenburg,Netherlands,Bunschoten,Spakenburg
Achilles'29,Netherlands,Berg en Dal,Groesbeek
RKSV Leonidas,Netherlands,Rotterdam,Rotterdam
G.S.V.V. The Knickerbockers,Netherlands,Groningen,Groningen
VV Sliedrecht,Netherlands,Sliedrecht,Sliedrecht
VDL-Maassluis,Netherlands,Maassluis,Maassluis
VV SJC,Netherlands,Noordwijk,Noordwijk
Flevo Boys,Netherlands,Noordoostpolder,Noordoostpolder
SV Blauw Wit,Netherlands,Nijmegen,Nijmegen
