col0,col1,col2,col3
Laval Cathedral,Catholicism,Romanesque architecture,Roman Catholic Diocese of Laval
Huelva Cathedral,Catholicism,Renaissance architecture,Roman Catholic Diocese of Huelva
Cathedral of Our Lady of Guadalupe,Catholicism,Postmodern architecture,Roman Catholic Diocese of Dodge City
Sacred Heart Cathedral,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Davenport
Ciudad Rodrigo Cathedral of Santa María,Catholic Church,Romanesque architecture,Roman Catholic Diocese of Ciudad Rodrigo
Cathedral of Saint Patrick,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Charlotte
Cathedral of Saint John the Baptist,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Charleston
Cathedral of Santa María of Calahorra,Catholicism,Gothic architecture,Roman Catholic Diocese of Calahorra y La Calzada-Logroño
Cathedral of Santo Domingo de la Calzada,Catholic Church,Romanesque architecture,Roman Catholic Diocese of Calahorra y La Calzada-Logroño
Cathedral of Saint Peter,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Belleville
Catedral de San Felipe Apóstol,Catholicism,Spanish Colonial architecture,Roman Catholic Diocese of Arecibo
Cathedral of the Immaculate Conception,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Albany
Cathedral Parish of Saint Patrick,Catholicism,Romanesque Revival architecture,Roman Catholic Diocese of El Paso
Cathedral of Christ the King,Catholicism,Modern Movement,Roman Catholic Diocese of Lexington
Cathedral of La Magdalena,Catholicism,Renaissance architecture,Roman Catholic Diocese of Getafe
Cathedral of St Mary of the Assumption,Catholicism,neoclassicism,Roman Catholic Diocese of Cadiz y Ceuta
Cathedral of Saint Mary of the Immaculate Conception,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Peoria
Cathedral of Mary of the Assumption,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Saginaw
Cathedral of Ciudad Real,Catholicism,Gothic architecture,Roman Catholic Diocese of Ciudad Real
Cathedral of the Epiphany,Catholicism,Gothic Revival architecture,Roman Catholic Diocese of Sioux City
