col0,col1,col2,col3,col4
Higashiguchi Hongu Fuji Sengen Shrine,Oyama,Ishi-no-ma-zukuri,part of World Heritage Site,Japan
Tamaki Shrine,Totsukawa,Irimoya,part of World Heritage Site,Japan
Kumano Hongū Taisha,Tanabe,Irimoya,part of World Heritage Site,Japan
Sumiyoshi taisha,Sumiyoshi-ku,Sumiyoshi-zukuri,National Treasure,Japan
Kibitsu Jinja,Okayama Prefecture,Kibitsu-zukuri,National Treasure,Japan
Kasuga-taisha,Nara Prefecture,Kasuga-zukuri,National Treasure,Japan
Ōsaki Hachiman-gū,Aoba-ku,Ishi-no-ma-zukuri,National Treasure,Japan
Kunōzan Tōshō-gū,Shizuoka,Ishi-no-ma-zukuri,National Treasure,Japan
Usa-jinjū,Usa,Hachiman-zukuri,National Treasure,Japan
Isonokami Shrine,Nara Prefecture,Nagare-zukuri,National Treasure,Japan
