col0,col1,col2
Sertão Museum,Brazil,State University of Feira de Santana
Museum für Kunst und Kulturgeschichte der Philipps-Universität Marburg,Germany,University of Marburg
Museum of National Chiao Tung University,Taiwan,National Chiao Tung University
"Museum of Archaeology and Anthropology, University of Cambridge",United Kingdom,University of Cambridge
History of Science Museum,United Kingdom,University of Oxford
Bate Collection of Musical Instruments,United Kingdom,University of Oxford
Oxford University Museum of Natural History,United Kingdom,University of Oxford
Pitt Rivers Museum,United Kingdom,University of Oxford
Museum of Zoology,Taiwan,National Taiwan University
Museum of Archives,Taiwan,National Taiwan University
Museum of Medical Humanities,Taiwan,National Taiwan University
Collection of astronomical instruments at ETH Zürich,Switzerland,ETH Zurich
Center of the Ophiology and Poisonous Animals of Bahia,Brazil,Instituto de Biologia da UFBA
"Art, Science and Culture Space",Brazil,Universidade Federal do Vale do São Francisco
University of Hull Art Collection,United Kingdom,University of Hull
Bahia Studies Centre,Brazil,Universidade Federal da Bahia
