col0,col1,col2
Bosebo,Sweden,t823955125
Bosarps församling,Sweden,t345799147
Borgvik,Sweden,1716-01-11
Borgvattnet,Sweden,1781-01-01
Borgunda,Sweden,t16732595
Borgstena,Sweden,t981840924
Borgholms parish,Sweden,1777-11-14
Borensberg,Sweden,2006-01-01
Bondstorp,Sweden,t665252559
Bomhus parish,Sweden,1995-01-01
Bollebygd,Sweden,t665252556
Boliden parish,Sweden,1962-01-01
Bogen,Sweden,1850-01-01
Boda,Sweden,1618-02-24
Boda,Sweden,1616-01-28
Blomskog,Sweden,t823955164
Blidsberg,Sweden,t981841004
Blentarp,Sweden,t981841026
Blackstad,Sweden,t16732645
Blacksta,Sweden,t1139460552
