col0,col1,col2
Republic of Crimea,26081,1912168
Republic of Buryatia,351300,984511
Sakha Republic,3083523,964330
Republic of Khakassia,61900,537513
Altai Republic,92903,215263
Republic of Bashkortostan,143600,4063293
Republic of Tatarstan,67847,3894284
Chuvash Republic,18300,1231117
Mari El Republic,23200,680380
Udmurt Republic,42100,1513044
Republic of Mordovia,26200,805056
Karachay-Cherkess Republic,14100,466305
Kabardino-Balkaria,12500,865828
Republic of North Ossetia-Alania,7987,701765
Republic of Ingushetia,3128,488043
Chechen Republic,16165,1436981
Republic of Dagestan,50300,3063885
Republic of Kalmykia,75000,275413
Republic of Adygea,7600,453376
Komi Republic,416800,840873
