col0,col1,col2,col3,col4
Morcelliana,Brescia,Italy,1925-01-01,Brescia
Salani,Florence,Italy,1862-01-01,Milan
Messaggerie italiane,Bologna,Italy,1914-01-01,Milan
Skira,Lausanne,Italy,1928-01-01,Milan
UTET,Turin,Italy,1791-01-01,Milan
Alpha Test,Milan,Italy,1987-01-01,Milan
Raffaello Cortina editore,Milan,Italy,1980-01-01,Milan
Hoepli,Milan,Italy,1870-01-01,Milan
Giuffrè,Milan,Italy,1931-01-01,Milan
Garzanti,Milan,Italy,1936-01-01,Milan
Baldini&Castold,Milan,Italy,1897-01-01,Milan
The Walt Disney Company Italy,Milan,Italy,1938-01-01,Milan
Longanesi,Milan,Italy,1946-01-01,Milan
RCS MediaGroup,Milan,Italy,1986-01-01,Milan
Touring Club Italiano,Milan,Italy,1894-01-01,Milan
Feltrinelli,Milan,Italy,1954-01-01,Milan
Adelphi Edizioni,Milan,Italy,1962-01-01,Milan
Hachette,Paris,France,1826-01-01,15th arrondissement of Paris
Silvana Editoriale,Milan,Italy,1948-01-01,Cinisello Balsamo
Arnoldo Mondadori Editore,Ostiglia,Italy,1907-01-01,Segrate
