col0,col1,col2,col3
Tsinghua University School of Economics and Management,business school,Tsinghua University,Beijing
Tepper School of Business,business school,Carnegie Mellon University,Pennsylvania
"School of Business, Trinity College Dublin",business school,Trinity College Dublin,Dublin
Sam M. Walton College of Business,business school,University of Arkansas,Fayetteville
Oulu Business School,faculty,University of Oulu,Oulu
RMIT School of Business IT and Logistics,business school,RMIT University,Victoria
RMIT School of Vocational Business Education,business school,RMIT University,Victoria
RMIT Graduate School of Business and Law,business school,RMIT University,Victoria
NUS Business School,business school,National University of Singapore,Singapore
Macquarie University Faculty of Business and Economics,business school,Macquarie University,New South Wales
Liverpool Business School,business school,Liverpool John Moores University,Liverpool
Leeds University Business School,business school,University of Leeds,Leeds
Leeds Business School,business school,Leeds Beckett University,Leeds
