col0,col1,col2,col3,col4
German submarine U-767,depth charge,order,Walter Dankleff,Kriegsmarinewerft Wilhelmshaven
German submarine U-759,depth charge,order,Rudolf Friedrich,Kriegsmarinewerft Wilhelmshaven
German submarine U-760,Operation Deadlight,order,Otto-Ulrich Blum,Kriegsmarinewerft Wilhelmshaven
German submarine U-319,depth charge,order,Johannes Clemens,Flender Werke
German submarine U-1018,depth charge,order,Ulrich Faber,Blohm + Voss
German submarine U-959,depth charge,order,Martin Duppel,Blohm + Voss
German submarine U-100,depth charge,order,Joachim Schepke,Friedrich Krupp Germaniawerft
German submarine U-99,depth charge,order,Otto Kretschmer,Friedrich Krupp Germaniawerft
German submarine U-333,depth charge,order,Peter-Erich Cremer,Nordseewerke
German submarine U-751,depth charge,order,Gerhard Bigalk,Kriegsmarinewerft Wilhelmshaven
German submarine U-529,depth charge,order,Georg-Werner Fraatz,Deutsche Werft
German submarine U-131,depth charge,order,Arend Baumann,AG Weser
German submarine U-127,depth charge,order,Bruno Hansmann,AG Weser
German submarine U-199,depth charge,order,Hans-Werner Kraus,AG Weser
German submarine U-66,depth charge,order,Friedrich Markworth,AG Weser
German submarine U-159,depth charge,order,Helmut Witte,AG Weser
German submarine U-65,depth charge,order,Hans-Gerrit von Stockhausen,AG Weser
German submarine U-172,depth charge,order,Carl Emmermann,AG Weser
German submarine U-574,depth charge,order,Dietrich Gengelbach,Blohm + Voss
German submarine U-617,depth charge,order,Albrecht Brandi,Blohm + Voss
