col0,col1,col2
Hamas,United States of America,Palestine
Hizb-ul-Mujahideen,United States of America,Jammu and Kashmir
Al-Shabaab,United States of America,Somalia
Ansar al-Sharia,United States of America,Libya
Boko Haram,United States of America,Cameroon
Lashkar-e-Jhangvi,United States of America,Pakistan
Army of the Guardians of the Islamic Revolution,United States of America,Iran
Fuerzas Armadas Revolucionarias de Colombia -  Ejército Terrorista,United States of America,Colombia
Harkat-ul-Jihad al-Islami,United States of America,India
Islamic State of Iraq and the Levant – Sinai Province,United States of America,Egypt
Revolutionary People's Liberation Party–Front,United States of America,Turkey
al-Qaeda in the Islamic Maghreb,Russia,تونس.
Popular Front for the Liberation of Palestine,Australia,State of Palestine
Lashkar-e-Taiba,Russia,Afghanistan
Taliban,Russia,Afghanistan
Jamaat-e-Islami,Russia,Pakistan
Hezbollah,Argentina,Lebanon
Hizb ut-Tahrir,Russia,Lebanon
Al-Gama'a al-Islamiyya,Russia,Egypt
Kurdistan Workers' Party,Germany,Turkey
