col0,col1,col2,col3
Luzerne,627,Luzerne County,Eastern Time Zone
Wind Gap,755,Northampton County,Eastern Time Zone
Pen Argyl,781,Northampton County,Eastern Time Zone
St. Petersburg,1390,Clarion County,Eastern Time Zone
Honesdale,299,Wayne County,Eastern Time Zone
Indiana,397,Indiana County,Eastern Time Zone
Greencastle,587,Franklin County,Eastern Time Zone
Huntingdon,643,Huntingdon County,Eastern Time Zone
Gratz,810,Dauphin County,Eastern Time Zone
Penn Lake Park,1400,Luzerne County,UTC−04:00
Nazareth,150,Northampton County,Eastern Time Zone
West Easton,230,Northampton County,Eastern Time Zone
Roseto,794,Northampton County,Eastern Time Zone
Northampton,328,Northampton County,Eastern Time Zone
Avonmore,1007,Westmoreland County,Eastern Time Zone
Auburn,479,Schuylkill County,Eastern Time Zone
Brockway,1499,Jefferson County,Eastern Time Zone
