col0,col1,col2
Päivärinne Sanatorium,Jussi Paatela,Cultural Heritage Site of National Significance
"Mills Building, South Carolina State Hospital",Robert Mills,National Historic Landmark
"St. Luke's Hospital, Malta",Charles Holden,Grade 1
Sydenham Hospital for Communicable Diseases,Edward Hughes Glidden,place listed on the National Register of Historic Places
Taunton State Hospital,Elbridge Boyden,place listed on the National Register of Historic Places
St. Michael's Hospital and Nurses' Residence,George Hancock,place listed on the National Register of Historic Places
St. Vincent's Hospital,George R. Mann,place listed on the National Register of Historic Places
Worcester State Hospital,Frank W. Weston,place listed on the National Register of Historic Places
Salvation Army Women's Home and Hospital,"Clarence H. Johnston, Sr.",place listed on the National Register of Historic Places
Old Scottish Rite Hospital,Neel Reid,place listed on the National Register of Historic Places
