col0,col1,col2
Roman Catholic Diocese of San Sebastián,José Ignacio Munilla Aguirre,Ecclesiastical province of Pamplona and Tudela
Roman Catholic Diocese of Quilon,Paul Antony Mullassery,Ecclesiastical Province of Trivandrum
Roman Catholic Diocese of Punalur,Selvister Ponnumuthan,Ecclesiastical Province of Trivandrum
Roman Catholic Diocese of Salem,Sebastianappan Singaroyan,Ecclesiastical Province of Pondicherry and Cuddalore
Roman Catholic Diocese of Purnea,Angelus Kujur,Ecclesiastical Province of Patna
Roman Catholic Diocese of Sambalpur,Niranjan Sual Singh,Ecclesiastical Province of Cuttack - Bhubaneswar
Roman Catholic Diocese of Rourkela,Kishore Kumar Kujur,Ecclesiastical Province of Cuttack - Bhubaneswar
Roman Catholic Diocese of Raiganj,Fulgence Aloysius Tigga,Ecclesiastical Province of Calcutta
Roman Catholic Diocese of Port-Vila,Jean Bosco Baremes,Roman Catholic Archdiocese of Nouméa
Roman Catholic Diocese of Neyyattinkara,Vincent Samuel,Ecclesiastical Province of Trivandrum
Roman Catholic Diocese of Nellore,D. M. Prakasam,Ecclesiastical Province of Visakhapatnam
Roman Catholic Diocese of Muzaffarpur,Cajetan Francis Osta,Ecclesiastical Province of Patna
Roman Catholic Diocese of Miao,George Palliparampil,Ecclesiastical Province of Guwahati
Roman Catholic Diocese of Mysore,Kannikadass William Antony,Ecclesiastical Province of Bangalore
Roman Catholic Diocese of Palayamkottai,Antonysamy Savarimuthu,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Ootacamund,Arulappan Amalraj,Ecclesiastical Province of Madras and Mylapore
Roman Catholic Diocese of Calicut,Varghese Chakkalakal,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Bettiah,Peter Sebastian Goveas,Ecclesiastical Province of Patna
Roman Catholic Diocese of Berhampur,Sarat Chandra Nayak,Ecclesiastical Province of Cuttack - Bhubaneswar
Roman Catholic Diocese of Chikmagalur,Anthony Swamy Thomasappa,Ecclesiastical Province of Bangalore
