col0,col1,col2,col3,col4
2014 Skate America - men's singles free skating,senior,12,Michael Christian Martinez,International Skating Union
2014 Skate Canada International - pair skating free skating,senior,8,Mari Vartmann,International Skating Union
2014 Skate Canada International - ladies' singles free skating,senior,12,Alena Leonova,International Skating Union
2014 Skate America - pair skating free skating,senior,8,Vanessa Grenier,International Skating Union
2013 Rostelecom Cup - men's singles free skating,senior,8,Richard Dornbush,International Skating Union
2013–14 Grand Prix of Figure Skating Final - ladies' singles free skating,senior,6,Mao Asada,International Skating Union
2013 Rostelecom Cup - ladies' singles free skating,senior,9,Carolina Kostner,International Skating Union
2013–14 Grand Prix of Figure Skating Final - men's singles free skating,senior,6,Patrick Chan,International Skating Union
2013 Rostelecom Cup - pair skating free skating,senior,8,Aljona Savchenko,International Skating Union
2013–14 Grand Prix of Figure Skating Final - pair skating free skating,senior,6,Aljona Savchenko,International Skating Union
2011 Four Continents Figure Skating Championships - men's singles free skating,senior,20,Takahiko Kozuka,International Skating Union
2012 Four Continents Figure Skating Championships - pair skating free skating,senior,10,Jessica Dubé,International Skating Union
2012 Four Continents Figure Skating Championships - men's singles free skating,senior,24,Patrick Chan,International Skating Union
2012 Four Continents Figure Skating Championships - ladies' singles free skating,senior,24,Amélie Lacoste,International Skating Union
2013 Trophée Eric Bompard - men's singles free skating,senior,8,Alexander Majorov,International Skating Union
