col0,col1,col2,col3
Floetry,Shortlist Music Prize,1997-01-01,Marsha Ambrosius
The Flaming Lips,Shortlist Music Prize,1983-01-01,Wayne Coyne
The Decemberists,Shortlist Music Prize,2000-01-01,Colin Meloy
Yeah Yeah Yeahs,Shortlist Music Prize,2000-01-01,Karen Lee Orzolek
Reflection Eternal,Shortlist Music Prize,1997-01-01,Talib Kweli
Jaurim,Mnet Asian Music Award for Best Band Performance,1997-01-01,Kim Yun-a
1TYM,Mnet Asian Music Award for Best Rap Performance,1998-01-01,Taebin
Fly to the Sky,Mnet Asian Music Award for Best New Artist,1999-01-01,Hwanhee
Malhavoc,Juno Award for Rock Album of the Year,1983-01-01,Jeremy Inkel
Hedley,Juno Award for Rock Album of the Year,2003-01-01,Chris Crippin
Triumph,Juno Award for Rock Album of the Year,1975-01-01,Mike Levine
Moist,Juno Award for Rock Album of the Year,1992-01-01,David Usher
Ira!,Latin Grammy Award for Best Portuguese Language Rock or Alternative Album,1981-01-01,Nasi
Charlie Brown Jr.,Latin Grammy Award for Best Portuguese Language Rock or Alternative Album,1992-01-01,Chorão
Chambao,Latin Grammy Award for Best Contemporary Pop Vocal Album,2002-01-01,María del Mar Rodríguez Carnero
Cidade Negra,Latin Grammy Award for Best Portuguese Language Rock or Alternative Album,1986-01-01,Toni Garrido
Doves,Shortlist Music Prize,1998-01-01,Jez Williams
LCD Soundsystem,Shortlist Music Prize,2001-01-01,James Murphy
The Dandy Warhols,Shortlist Music Prize,1994-01-01,Courtney Taylor-Taylor
Arcade Fire,Shortlist Music Prize,2001-01-01,Win Butler
Death Cab for Cutie,Shortlist Music Prize,1997-01-01,Ben Gibbard
Franz Ferdinand,Shortlist Music Prize,2002-01-01,Alex Kapranos
Gorillaz,Shortlist Music Prize,1998-01-01,Noodle
Camila,Latin Grammy Award for Best Pop Album by a Duo or Group with Vocals,2005-01-01,Mario Domm
Héroes del Silencio,"Latin Grammy Award for Best Rock Vocal Album, Duo or Group",1984-01-01,Enrique Bunbury
Phoenix,American Music Award for Favorite Alternative Artist,1999-01-01,Thomas Mars
Tangerine Dream,Golden Raspberry Award for Worst Musical Score,1967-09-01,Klaus Schulze
Katrina and the Waves,Grammy Award for Best New Artist,1981-01-01,Katrina Leskanich
Weather Report,Grammy Award for Best Jazz Fusion Performance,1970-01-01,Joe Zawinul
Carolina Chocolate Drops,Grammy Award for Best Folk Album,2005-01-01,Rhiannon Giddens
Casting Crowns,Grammy Award for Best Gospel/Contemporary Christian Music Performance,1999-01-01,Mark Hall
Shadowfax,Grammy Award for Best New Age Album,1972-01-01,Chuck Greenberg
