col0,col1,col2,col3
ERT Serron,Greece,Serres,Hellenic Radio
ERT Kerkyras,Greece,Corfu,Hellenic Radio
ERT Florinas,Greece,Florina,Hellenic Radio
ERT Rodou,Greece,Rhodes,Hellenic Radio
ERT Ioanninon,Greece,Ioannina,Hellenic Radio
ERT Kalamatas,Greece,Kalamata,Hellenic Radio
ERT Kozanis,Greece,Corfu,Hellenic Radio
ERT Aigaiou,Greece,Mytilene,Hellenic Radio
ERT Heraklion,Greece,Heraklion,Hellenic Radio
ERT Aigaiou,Greece,Lesbos,Hellenic Radio
ERT Tripolis,Greece,Tripoli,Hellenic Radio
NHK Kyoto Broadcasting Station,Japan,Kyoto,NHK
