col0,col1,col2
Cimos,automotive industry,Slovenia
Prima Banka,financial services,Slovakia
Uniplet Třebíč,mechanical engineering,Czech Republic
Phazotron,aerospace industry,Russia
Argos North Sea Group,petroleum industry,Netherlands
Teijin Aramid,chemical industry,Netherlands
Brabantia,manufacturing,Netherlands
Hershey Trust Company,confections,United States of America
Stewart Information Services Corporation,financial services,United States of America
Eloquii,retail,United States of America
Scopely,video game,United States of America
InterAct,software,United States of America
nxwire,public relations,India
Mondo Marine,shipbuilding,Monaco
Beijing Tourism Group,tourism,People's Republic of China
Louis Eschenauer S.A.,wine merchant,France
Electronic Arrays,semiconductor industry,United States of America
"Graphcool, Inc",information technology,United States of America
