col0,col1,col2,col3
The Feeding Dynamic Intervention: Self Regulation of Intake in Preschoolers,5,3,70
Evaluation of the Program SI! for Preschool Education: A School-Based Randomized Controlled Trial,5,3,2060
"Phase 3 Study of A Group A, C Polysaccharide Meningococcal and Type b Haemophilus Influenzal Conjugate Vaccine",5,3,900
Safety and Pharmacokinetics of Sancuso and IV Granisetron in Patients Aged 2 to 5 Years,5,2,16
Soy-Ready to Use Therapeutic Food (RUTF) in Severely Malnourished Children,5,6,260
Immunogenicity and Safety of Three Consecutive Lots of a New Inactivated Enterovirus Type 71 (EV71) Vaccine,5,6,1400
Systems Biology of Vaccination for EV71 Vaccine in Humans,5,2,72
Nervous System Infections Among Patients With Febrile Seizure,5,3,1200
Caudal Versus Intravenous Dexmedetomidine for Supplementation of Caudal Analgesia in Children,5,2,90
The Children in Action Feasibility Study,5,3,274
Study of Ivacaftor in Cystic Fibrosis Subjects 2 Through 5 Years of Age With a CFTR Gating Mutation,5,2,35
USDA Healthy Caregivers/Healthy Children: A Childhood Obesity Prevention Program,5,2,1100
Validation of a Digital Diet Method for Use With Preschoolers,5,3,94
