col0,col1,col2,col3
Bic,1974-01-01,1967-01-01,France
Peugeot,1989-01-01,1901-01-01,France
La Vie claire,1991-01-01,1984-01-01,France
Castorama,1995-01-01,1990-01-01,France
Renault,1985-01-01,1978-01-01,France
Agritubel,2009-01-01,2004-01-01,France
PDM,1992-01-01,1986-01-01,Netherlands
Televizier,1967-01-01,1961-01-01,Netherlands
TI-Raleigh,1983-01-01,1972-01-01,Netherlands
TVM,2000-01-01,1988-01-01,Netherlands
Panasonic,1992-01-01,1984-01-01,Netherlands
Cilo-Aufina,1986-01-01,1978-01-01,Switzerland
Chateau d'Ax,1993-01-01,1983-01-01,Italy
Refin-Mobilvetta,1997-01-01,1995-01-01,Italy
