col0,col1,col2,col3
Dalby,Lund Municipality,Dalby parish,Sweden
Dagstorp,Kävlinge Municipality,Dagstorps parish,Sweden
Svalöv,Svalöv Municipality,Svalöv parish,Sweden
Snårestad,Ystad Municipality,Snårestads parish,Sweden
Slottsstaden,Malmö Municipality,Slottsstadens församling,Sweden
Osby,Osby Municipality,Osby församling,Sweden
Norra Strö,Kristianstad Municipality,Norra Strö parish,Sweden
Malmö Sankt Petri,Malmö Municipality,Malmö Sankt Petri församling,Sweden
Malmö Sankt Pauli,Malmö Municipality,Malmö S:t Pauli församling,Sweden
Maglehem,Kristianstad Municipality,Maglehem parish,Sweden
Lyby,Hörby Municipality,Lyby församling,Sweden
Landskrona,Landskrona Municipality,Landskrona Parish,Sweden
Nyköpings Alla Helgona,Nyköping Municipality,Nyköpings Alla Helgona,Sweden
Hammar,Askersund Municipality,Hammar,Sweden
Finnerödja,Laxå Municipality,Finnerödja,Sweden
Östra Sallerup,Hörby Municipality,Östra Sallerup parish,Sweden
Östra Ljungby,Klippan Municipality,Östra Ljungby församling,Sweden
Österslöv,Kristianstad Municipality,Österslöv parish,Sweden
Össjö,Ängelholm Municipality,Össjö församling,Sweden
Önnestad,Kristianstad Municipality,Önnestad parish,Sweden
