col0,col1,col2
BYD Company,Wang Chuanfu,BYD Auto
China Construction Bank,Wang Hongzhang,China Construction Bank (Asia) Corporation Limited
TCL Corporation,Li Dongsheng,TCL Communication Technology Holdings Limited
AGCO,Martin Richenhagen,AGCO (Germany)
Diesel,Renzo Rosso,Maison Martin Margiela
Mannesmann,Klaus Esser,Orange
Central European Media Enterprises,Ronald Lauder,Central European Media Enterprises
Veon Ltd.,Ursula Burns,Global Telecom Holding
Gazprombank,Alexey Miller,Gazprom-Media
Wipro,Azim Premji,Wipro (Singapore)
Amstrad,Alan Sugar,Amsoft
ING Group,Jeroen van der Veer,Interhyp Group
Commodore International,Jack Tramiel,MOS Technology
Philips,Jeroen van der Veer,Magnavox
Perrigo,Uwe Röhrhoff,Élan
