col0,col1,col2,col3
YG Entertainment,Hapjeong-dong,entertainment industry,1996-03-01
SM Culture & Contents,Cheongdam-dong,entertainment industry,1980-05-13
Fantagio,Seoul,entertainment industry,2008-10-01
C-JeS Entertainment,Seoul,entertainment industry,2009-01-01
Kakao M,Samseong-dong,music industry,2018-01-01
Chrome Entertainment,Seoul,music industry,2011-01-01
Brand New Music,Seoul,music industry,2011-01-01
Nega Network,Seoul,music industry,2003-01-01
Star Empire Entertainment,Seoul,music industry,2000-02-09
TS Entertainment,Seoul,music industry,2008-01-01
Starshit Entertainment,Seoul,music industry,2008-01-01
Woollim Entertainment,Seoul,music industry,2003-01-01
King Kong Entertainment,Seoul,show business,2009-01-01
Sim Entertainment,Seoul,show business,2004-12-30
KeyEast,Seoul,show business,1996-01-01
Avex Management,Tokyo,show business,2009-01-05
AKS,Tokyo,show business,2006-01-01
Huayi Brothers,Beijing,cinematography,1994-01-01
Amuse,Sakuragaokachō,tertiary sector of the economy,1977-10-16
Stardust Promotion,Shibuya,tertiary sector of the economy,1979-01-01
