col0,col1,col2,col3,col4
Parcs passion,Roissy-en-Brie,2002-01-01,leisure park,France
Centre national interprofessionnel de l'économie laitière,Paris,1973-01-01,dairy industry,France
Association des parents et futurs parents gays et lesbiens,Paris,1986-01-01,parenting,France
Bi'Cause,Paris,1997-05-26,pansexuality,France
Réseau des Émetteurs Français,Tours,1925-01-01,amateur radio,France
Association nationale des intervenants en toxicomanie,Saint-Étienne,1980-01-01,non-controlled substance abuse,France
Bi'Cause,Paris,1997-05-26,bisexuality,France
Association internationale des sociologues de langue française,Toulouse,1958-01-01,sociology,France
Bi'Cause,centre lgbt paris,1997-05-26,LGBT,France
AIDES,Pantin,1984-01-01,LGBT,France
