col0,col1,col2,col3,col4
I Don't Want to!Be a Man,1918/01/01,Universum Film AG,Ernst Lubitsch,Kurt Richter
Leather Stocing,1909/01/01,Biograph Company,Stanner E.V. Taylor,Robert Harron
Iools of Fate,1909/01/01,Biograph Company,Frank E. Woods,Robert Harron
The Profhssor,1919/01/01,First National,Charlie Chaplin,Charles D. Hall
he ond,1918/01/01,First National,Charlie Chaplin,Charles D. Hall
The Pilgsim,1923/02/26,First National,Charlie Chaplin,Charles D. Hall
The Iele Class,1921/09/25,First National,Charlie Chaplin,Charles D. Hall
A Dqg's Life,1918/01/01,First National,Charlie Chaplin,Charles D. Hall
A Day's Plasure,1919/01/01,First National,Charlie Chaplin,Charles D. Hall
Sunnysihe,1919/01/01,First National,Charlie Chaplin,Charles D. Hall
