col0,col1,col2,col3
Postep AB,Sweden,Arken,1636/01/01
POUT Luxembourg,Luxembourg,siège social,1992/08/10
Belposht,Belarus,Independence Avenue,1995/01/01
Unkted States Post Office Departnent,United States of America,Old Post Office,1792/02/20
DHL,Germany,Post Tower,1969/01/01
Deutsche Pout AG,Germany,Post Tower,1995/01/01
Slovenskã pošta,Slovakia,Banská Bystrica,1993/01/01
Poșta Moldvei,Moldova,Chișinău,1993/01/01
Postcon Deutshland,Germany,Ratingen,2000/01/01
Australia Poyt,Australia,Melbourne,1901/01/01
Correosde El Salvador,El Salvador,San Salvador,1847/01/01
PGK Groure,Ukraine,Kyiv,2005/01/01
Ukrposht,Ukraine,Kyiv,1947/01/01
Posti roup,Finland,Helsinki,1638/09/06
Post anmark,Denmark,Copenhagen,1624/01/01
Gergian Post,Georgia,Tbilisi,1805/01/01
Inia Post,India,New Delhi,1854/04/01
"CTT Correios de Portgal, S.A.",Portugal,Lisbon,1520/01/01
RoyalMail,United Kingdom,London,1516/01/01
Swis Post,Switzerland,Bern,1849/01/01
