col0,col1,col2,col3
2017 Grand Prix de Fourmies,205.0,UAE Team Emirates 2017,2016 Grand Prix de Fourmies
2018 Grand Prix de Denain,197.9,Roompot-Nederlandse Loterij 2018,2017 Grand Prix de Denain
2018 Clásica de Almería,185.1,Katusha-Alpecin 2018,2017 Clásica de Almería
2017 Tre Valli Varesine,192.89,Bahrain-Merida 2017,2016 Tre Valli Varesine
2017 Milano–Torino,186.0,Bahrain-Merida 2017,2016 Milano–Torino
2017 Paris-Tours,234.5,Aqua Blue Sport 2017,2016 Paris-Tours
2017 Tour de l'Eurométropole,188.6,BMC Racing 2017,2016 Tour de l'Eurométropole
2016 Kuurne–Brussels–Kuurne,200.7,FDJ 2016,2015 Kuurne–Brussels–Kuurne
2016 Grand Prix de Denain,199.6,FDJ 2016,2015 Grand Prix de Denain
2016 Omloop Het Nieuwsblad,200.8,FDJ 2016,2015 Omloop Het Nieuwsblad
2016 Cadel Evans Great Ocean Road Race,173.9,Trek-Segafredo 2016,2015 Cadel Evans Great Ocean Road Race
2015 Dwars door Vlaanderen,200.0,Androni Giocattoli-Sidermec 2015,2014 Dwars door Vlaanderen
2016 Gran Premio Bruno Beghelli,196.3,FDJ 2016,2015 Gran Premio Bruno Beghelli
2016 Tre Valli Varesine,192.9,FDJ 2016,2015 Tre Valli Varesine
2016 Milano–Torino,186.0,AG2R La Mondiale 2016,2015 Milano–Torino
2016 Giro dell'Emilia,213.0,AG2R La Mondiale 2016,2015 Giro dell'Emilia
2016 Giro del Piemonte,207.0,AG2R La Mondiale 2016,2015 Giro del Piemonte
2016 Brabantse Pijl,205.3,Fortuneo-Vital Concept 2016,2015 Brabantse Pijl
2016 Strade Bianche,176.0,AG2R La Mondiale 2016,2015 Strade Bianche
2015 Paris-Tours,231.0,AG2R La Mondiale 2015,2014 Paris-Tours
