col0,col1,col2,col3,col4
Roman Catholic Diocese of Satu Mare,Hungarian,Roman Catholic Diocese of Mukacheve,Ascension Cathedral,875000
Roman Catholic Diocese of Breda,Dutch,Roman Catholic Diocese of Bruges,"St. Anthony of Padua Cathedral, Breda",1150000
Roman Catholic Diocese of Regensburg,Latin,Roman Catholic Archdiocese of Munich and Freising,Regensburg Cathedral,1741900
Roman Catholic Diocese of Passau,Latin,Roman Catholic Archdiocese of Munich and Freising,"St. Stephan's Cathedral, Passau",610000
Roman Catholic Diocese of Eisenstadt,German,Roman Catholic Archdiocese of Vienna,Eisenstadt Cathedral,286215
Roman Catholic Diocese of Graz-Seckau,German,Roman Catholic Diocese of Sankt Pölten,Graz Cathedral,1231865
Roman Catholic Diocese of Gurk,German,Roman Catholic Archdiocese of Ljubljana,Klagenfurt Cathedral,557641
Roman Catholic Diocese of Innsbruck,German,Roman Catholic Archdiocese of Munich and Freising,Innsbruck Cathedral,542011
Roman Catholic Diocese of Linz,German,Roman Catholic Archdiocese of Munich and Freising,"New Cathedral, Linz",1423000
Roman Catholic Diocese of Würzburg,Latin,Roman Catholic Archdiocese of Bamberg,Würzburg Cathedral,1309209
Roman Catholic Diocese of Syrmia,Croatian,Roman Catholic Archdiocese of Belgrade,Cathedral Basilica of St. Demetrius,800000
Roman Catholic Diocese of Saint-Denis,French,Roman Catholic Diocese of Pontoise,Basilica of Saint-Denis,1549817
Roman Catholic Diocese of Hildesheim,Latin,Roman Catholic Archdiocese of Paderborn,Hildesheim Cathedral,30000
Roman Catholic Diocese of Amiens,French,Roman Catholic Diocese of Beauvais,Notre-Dame d'Amiens,571154
Roman Catholic Diocese of Sankt Pölten,German,Roman Catholic Archdiocese of Vienna,St. Pölten dome,621100
Roman Catholic Diocese of Rome,Italian,Roman Catholic Diocese of Tivoli,Archbasilica of St. John Lateran,2867143
Roman Catholic Diocese of Auckland,English,Roman Catholic Archdiocese of Nouméa,St Patrick's Cathedral,1739500
Roman Catholic Diocese of Speyer,Latin,Roman Catholic Archdiocese of Freiburg,Speyer Cathedral,1569600
Roman Catholic Diocese of Aachen,Latin,Roman Catholic Archdiocese of Cologne,Aachen Cathedral,2010000
Roman Catholic Diocese of Limburg,German,Roman Catholic Archdiocese of Paderborn,Limburg Cathedral,2480000
