col0,col1,col2
The Finnish Football League Association,1989-01-01,European Leagues
Kerry GAA,1888-01-01,Munster GAA
Centro Universitario Sportivo Italiano,1946-01-01,Italian National Olympic Committee
Russian Go Federation,2002-01-01,International Go Federation
French Federation of Go,1978-01-01,International Go Federation
Singapore Weiqi Association,1981-01-01,International Go Federation
Chinese Weiqi Association,1962-01-01,International Go Federation
Russian Football National League,2010-12-13,European Leagues
Russian Football Premier League,2001-08-27,European Leagues
Ulster GAA,1903-01-01,Gaelic Athletic Association
Rocky Mountain Athletic Conference,1909-01-01,NCAA Division II
Hong Kong Go Association,1982-01-01,International Go Federation
Waterford GAA,1886-01-01,Munster GAA
Kilkenny GAA,1887-01-01,Leinster GAA
European Go Federation,1957-01-01,International Go Federation
Nihon Ki-in,1924-07-01,International Go Federation
American Go Association,1935-01-01,International Go Federation
Taiwan Chi Yuan Culture Foundation,2000-03-04,International Go Federation
Korea Baduk Association,1945-11-01,International Go Federation
Pakistan Cricket Board,1948-01-01,International Cricket Council
