col0,col1,col2,col3
Przeróbka,1,4061,6.88
Młyniska,2,2706,4.32
Krakowiec-Górki Zachodnie,7,1841,8.34
Jasień,111,18014,11.45
Wrzeszcz Górny,24,22118,6.42
Wrzeszcz Dolny,6,22823,3.5
Ujeścisko-Łostowice,79,26476,7.87
Suchanino,62,10392,1.44
Stogi,1,10547,10.91
Chełm,56,32242,3.89
Zaspa-Rozstaje,6,13051,2.08
Zaspa-Młyniec,14,13176,1.22
Wzgórze Mickiewicza,74,2534,0.52
Strzyża,26,5446,1.11
Rudniki,0,1118,14.66
Przymorze Wielkie,6,27165,3.24
Piecki-Migowo,101,27265,4.25
Matarnia,146,5939,14.48
Kokoszki,135,9693,19.94
Brętowo,111,7433,7.23
