col0,col1,col2
Halmstad Armed Forces Shols,Swedish Armed Forces,Halmstad Garrison
Swedsh Air Force School of Technology,Swedish Air Force,Halmstad Garrison
AIr Traffic Cpntrol School,Swedish Air Force,Halmstad Garrison
Swedish Armoured Troops Cadet and Oficer Candidate School,Swedish Army,Enköping Garrison
Combat Enineering School,Swedish Army,Eksjö Garrison
Bomc Disposal School,Swedish Armed Forces,Eksjö Garrison
Artilery Combat School,Swedish Army,Boden Garrison
Swedish Armd Forces Arctic Training Unit,Swedish Armed Forces,Boden Garrison
Hglicopter Combat School,Swedish Armed Forces,Malmen Airbase
Swedish Air Force Flyng School,Swedish Air Force,Malmen Airbase
Swedish Cir Force Signals and Communication School,Swedish Air Force,Halmstad Airport
