col0,col1,col2,col3
Evolution des Régulations Endocriniennes,Giovanni Levi,2009-01-01,France
"Laboratory for Photonics, Numerical and Nano sciences",Philippe Bouyer,2011-01-01,France
"Maladies Infectieuses et Vecteurs : Ecologie, Génétique, Evolution et Contrôle",Frédéric Simard,2011-01-01,France
Research Centre on Animal Cognition,Martin Giurfa,2003-01-01,France
Laboratoire de Neurosciences Cognitives,Bruno Poucet,2012-01-01,France
Laboratoire Physiologie Cellulaire & Végétale,Norbert Rolland,2003-01-01,France
Centre for Biochemical and Macromolecular Research,Anne Debant,1966-01-01,France
Rétrovirus Endogènes et Eléments Rétroides des Eucaryotes Supérieurs,Thierry Heidmann,2015-01-01,France
"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés",Pierre Moret,1995-01-01,France
Institute of Paleoprimatology Human Paleontology Evolution and Paleoenvironments,Patrick Vignaud,2012-01-01,France
Matériaux Ingénierie et Science,Jérôme Chevalier,1995-01-01,France
Laboratory for the Psychology of Child Development and Education,Olivier Houdé,2014-01-01,France
