col0,col1,col2,col3
B.C. Rich,private limited liability company,electric guitar,Hebron
Avedis Zildjian Company,privately held company,cymbal,Norwell
Sabian,joint-stock company,zill,"Meductic, New Brunswick"
Ensoniq,corporation,software,Malvern
AMATI - Denak,společnost s ručením omezeným,musical instrument,Kraslice
Casio,kabushiki gaisha,calculator,Shibuya
Tama Drums,privately held company,drum kit,Seto
G&L Musical Instruments,privately held company,bass guitar,Fullerton
Remo,privately held company,drum kit,Santa Clarita
Roland Corporation,kabushiki gaisha,electronic musical instrument,Hamamatsu
Yamaha Corporation,joint-stock company,software,Hamamatsu
Jackson Guitars,subsidiary,electric guitar,Phoenix
Fender Musical Instruments Corporation,privately held company,bass guitar,Phoenix
Steinway Musical Instruments,joint-stock company,piano,Waltham
Kramer Guitars,privately held company,bass guitar,Nashville
Blüthner,GmbH,piano,Großpösna
Moeck Musikinstrumente + Verlag,Eingetragener Kaufmann,recorder,Celle
Estonia Piano Factory,public limited company,grand piano,Tallinn
Gibson,business,guitar,Tennessee
Washburn Guitars,privately held company,acoustic guitar,Chicago
