col0,col1,col2
Takayanagi Domain,Mikusa Domain,1739-01-01
Koori Domain,Shinozuka Domain,1747-01-01
Kazusa-Yawata Domain,Shiiya Domain,1698-01-01
Iwatomi Domain,Shimotsuke-Tomita Domain,1613-01-01
Owari-Kuroda Domain,Kanbe Domain,1601-01-01
Kawanoe Domain,Ono Domain,1643-01-01
Anegasaki Domain,Ōno Domain,1624-01-01
Akanuma Domain,Iwamurada Domain,1703-01-01
Aoyagi Domain,Iinoya Domain,1619-01-01
Kuki Domain,Nagatoro Domain,1798-01-01
Ōgo Domain,Nagamine Domain,1616-01-01
Iwataki Domain,Takatomi Domain,1709-01-01
Takahata Domain,Tendō Domain,1830-01-01
Ise-Ueno Domain,Ōmizo Domain,1619-01-01
Kōfushinden Domain,Kurokawa Domain,1724-01-01
Ibo Domain,Sagara Domain,1710-01-01
Ise-Saijō Domain,Goi Domain,1782-01-11
Mikami Domain,Yoshimi Domain,1870-01-01
Nagahama Domain,Takatsuki Domain,1615-01-01
Takatoku Domain,Sogano Domain,1870-01-01
