col0,col1,col2,col3,col4
The Andrews Sisters,MCA Inc.,1925-01-01,The Andrews Sisters discography,1925-01-01
AOA,Stone Music Entertainment,2012-01-01,AOA discography,2012-01-01
Orange Caramel,Pledis Entertainment,2010-06-16,Orange Caramel discography,2010-01-01
Momoiro Clover Z,Universal Music Group,2008-01-01,Momoiro Clover Z discography,2008-01-01
Spica,B2M Entertainment,2012-01-01,Spica discography,2012-01-01
Serebro,Warner Music Group,2006-01-01,Serebro discography,2006-01-01
Rainbow,Universal Music Group,2009-01-01,Rainbow discography,2009-01-01
Nine Muses,Star Empire Entertainment,2010-01-01,Nine Muses discography,2010-01-01
Wonder Girls,JYP Entertainment,2007-01-01,Wonder Girls discography,2007-01-01
Little Mix,Columbia Records,2011-01-01,Little Mix discography,2011-01-01
Kara,DSP Media,2007-03-29,Kara discography,2007-01-01
Bandana,Sony Music,2001-01-01,Bandana discography,2001-01-01
Arabesque,EMI,1977-01-01,Arabesque discography,1977-01-01
Girl's Day,Dream T Entertainment,2010-01-01,Girl's Day discography,2010-01-01
Dal Shabet,Happy Face Entertainment,2011-01-01,Dal Shabet discography,2011-01-01
Brown Eyed Girls,Nega Network,2006-01-01,Brown Eyed Girls discography,2006-01-01
B*Witched,Epic,1997-01-01,B*Witched discography,1998-01-01
After School,Pledis Entertainment,2009-01-01,After School discography,2009-01-01
Apink,EMI,2011-04-19,A Pink discography,2011-01-01
4Minute,Cube Entertainment,2009-01-01,4Minute discography,2009-01-01
