col0,col1,col2,col3
UConn Huskies football,college sports team,Connecticut,American Athletic Conference
Budapest Cowbells,American football team,Budapest,Hungarian American Football League
Ingolstadt Dukes,American football team,Ingolstadt,German Football League
UConn Huskies football,American football team,Connecticut,American Athletic Conference
AaB 89ers,American football team,Aalborg Municipality,National Ligaen
Devils Wrocław,American football team,Wrocław,Polish American Football League
Badalona Dracs,American football team,Badalona,Liga Nacional de Fútbol Americano
Las Vegas Raiders,American football team,Las Vegas,National Football League
Tennessee Titans,American football team,Nashville,National Football League
Baltimore Ravens,American football team,Baltimore,National Football League
Jacksonville Jaguars,American football team,Jacksonville,National Football League
Los Angeles Chargers,American football team,Los Angeles,National Football League
Atlanta Falcons,American football team,Flowery Branch,National Football League
