col0,col1,col2
Optical Gravitational Lensing Experiment,extrasolar planet,Warsaw Telescope
C-Band All Sky Survey,Milky Way,C-BASS North
The INT Photometric H-Alpha Survey,OB star,Isaac Newton Telescope
WiggleZ Dark Energy Survey,Baryon acoustic oscillations,Anglo-Australian Telescope
Palomar Distant Solar System Survey,trans-Neptunian object,Samuel Oschin telescope
Magellan Planet Search Program,extrasolar planet,Magellan Telescopes
The Dark Energy Survey,dark energy,Cerro Tololo Inter-American Observatory
Calán/Tololo Survey,supernova,Cerro Tololo Inter-American Observatory
2MASS,galaxy,Cerro Tololo Inter-American Observatory
Bolocam Galactic Plane Survey,star formation,Caltech Submillimeter Observatory
Calar Alto Legacy Integral Field Area Survey,galaxy,Calar Alto Observatory
Catalina Sky Survey,near-Earth object,Mount Lemmon Observatory
Lick–Carnegie Exoplanet Survey,extrasolar planet,W. M. Keck Observatory
Palomar–Leiden survey,asteroid,Leiden Observatory
PALFA Survey,pulsar,Arecibo Observatory
GALEX Arecibo SDSS Survey,galaxy,Arecibo Observatory
Cosmic Assembly Near-infrared Deep Extragalactic Legacy Survey,galaxy formation and evolution,Hubble Space Telescope
Cluster Lensing And Supernova survey with Hubble,galaxy cluster,Hubble Space Telescope
Sagittarius Window Eclipsing Extrasolar Planet Search,extrasolar planet,Hubble Space Telescope
Pico dos Dias Survey,T Tauri type star,Pico dos Dias Observatory
