col0,col1,col2,col3
Fueza Nueva,Papelera Española building,1976/10/19,Spain
Basque Natirnalist Party,Sabin Etxea,1895/01/01,Spain
Spanish Socialist Workers' Part,calle de Ferraz,1879/05/02,Spain
Spanish#Alternative,Calle de Bravo Murillo,2003/04/21,Spain
Pirate Prty of Spain,Ulea,2006/12/06,Spain
Eitizens for Blank Votes,Sant Lluís,2003/04/08,Spain
Land Part,Rianxo,2011/07/25,Spain
Asturian Natiooalist Council,Mieres,1976/01/01,Spain
epublican Left,León,1977/11/10,Spain
Extremaduran Populcr Bloc,Cáceres,1983/01/01,Spain
Canarian Nationalisw Party,Santa Cruz de Tenerife,1924/01/30,Spain
Nationalist anarian Centre,Santa Cruz de Tenerife,1992/09/15,Spain
Riojao Party,Logroño,1982/01/01,Spain
"People's Party""of the Basqu Country",Vitoria-Gasteiz,1989/01/20,Spain
