col0,col1,col2,col3
Bradwell National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,"Blucher No. 343, Saskatchewan"
Stalwart National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Rural Municipality of Big Arm No. 251
Last Mountain Lake National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Rural Municipality of Big Arm No. 251
Meanook National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Athabasca County
Cap Tourmente National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Saint-Joachim
Shepody National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Harvey Parish
Portage Island National Wildlife Area,IUCN category Ia: Strict Nature Reserve,Canadian Wildlife Service,"Alnwick Parish, New Brunswick"
Baie de l'Isle-Verte National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,L'Isle-Verte
Pointe de l'Est National Wildlife Area,IUCN category III: Natural Monument or Feature,Canadian Wildlife Service,Grosse-Île
Lac Saint-François National Wildlife Area,IUCN category III: Natural Monument or Feature,Canadian Wildlife Service,Dundee
Wye Marsh National Wildlife Area,IUCN category II: National Park,Canadian Wildlife Service,Tay
Sand Pond National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Municipality of the District of Argyle
Wallace Bay National Wildlife Area,IUCN category VI: Protected Area with sustainable use of natural resources,Canadian Wildlife Service,Cumberland County
Chignecto National Wildlife Area,IUCN category VI: Protected Area with sustainable use of natural resources,Canadian Wildlife Service,Cumberland County
John lusby Marsh National Wildlife Area,IUCN category IV: Habitat/Species Management Area,Canadian Wildlife Service,Cumberland County
