col0,col1,col2,col3
Orly,324,Mikhaylovka Urban Okrug,Russia
Mokhovsky,528,Mikhaylovka Urban Okrug,Russia
Mishin,211,Mikhaylovka Urban Okrug,Russia
Maly Oreshkin,100,Mikhaylovka Urban Okrug,Russia
Malomedvedevsky,30,Mikhaylovka Urban Okrug,Russia
Kurin,56,Mikhaylovka Urban Okrug,Russia
Kukushkino,39,Mikhaylovka Urban Okrug,Russia
Krutinsky,221,Mikhaylovka Urban Okrug,Russia
Knyazhensky 2-y,45,Mikhaylovka Urban Okrug,Russia
Knyazhensky 1-y,188,Mikhaylovka Urban Okrug,Russia
Karagichevsky,1331,Mikhaylovka Urban Okrug,Russia
Ilmensky 2-y,294,Mikhaylovka Urban Okrug,Russia
Ilmensky 1-y,245,Mikhaylovka Urban Okrug,Russia
Zinovyev,90,Mikhaylovka Urban Okrug,Russia
Zapolosny,13,Mikhaylovka Urban Okrug,Russia
Demochkin,63,Mikhaylovka Urban Okrug,Russia
Grishin,11,Mikhaylovka Urban Okrug,Russia
Glinishche,55,Mikhaylovka Urban Okrug,Russia
Vesyoly,147,Mikhaylovka Urban Okrug,Russia
Burov,5,Mikhaylovka Urban Okrug,Russia
