col0,col1,col2,col3
Fuerzas Armadas de la Resistencia Nacional,El Salvador,socialism,1975-01-01
Congress Socialist Party,India,socialism,1934-01-01
Socialist Left,Germany,Marxism,2006-08-19
Militant tendency,United Kingdom,Marxism,1964-01-01
optimates,Roman Republic,conservatism,-0132-01-01T00:00:00Z
Historical Left,Kingdom of Sardinia,liberalism,1849-01-01
Opportunist Republicans,French Third Republic,liberalism,1871-01-01
Left Communists,Weimar Republic,communism,1926-01-01
Left Wing Section of the Socialist Party,United States of America,communism,1919-01-01
The Squad,United States of America,progressivism in the United States,2018-11-12
Independent Alliance,Ireland,big tent,2015-03-30
Pipiolos,Chile,classical liberalism,1823-01-01
Pride in the Likud,Israel,national liberalism,2011-01-01
Left Renewal,Australia,eco-socialism,2016-12-01
European Research Group,United Kingdom,euroscepticism,1993-01-01
Socialist Campaign Group,United Kingdom,democratic socialism,1982-01-01
Freedom and Rights,Italy,democratic socialism,2014-07-01
The Waffle,Canada,democratic socialism,1969-01-01
Radical Republican,United States of America,abolitionism,1858-01-01
Pelucones,Chile,conservatism,1811-01-01
