col0,col1,col2
Ethel,United States of America,contemporary classical music
Sonus Quartet,United States of America,rock music
Tyburn String Quartet,United Kingdom,classical music
Ying Quartet,United States of America,classical music
Ensō String Quartet,United States of America,classical music
Corigliano Quartet,United States of America,classical music
FourPlay String Quartet,Australia,jazz
Quartet San Francisco,United States of America,jazz
Amiina,Iceland,indie pop
Kronos Quartet,United States of America,contemporary classical music
BOND,Australia,crossover
Juilliard String Quartet,United States of America,chamber music
Busch Quartet,Germany,classical music
Kopelman Quartet,Russia,classical music
Guarneri Quartet,United States of America,classical music
LaSalle Quartet,United States of America,classical music
Kodály Quartet,Hungary,classical music
James Taylor Quartet,United Kingdom,jazz
Lysenko Quartet,Ukraine,chamber music
Janáček Quartet,Czech Republic,classical music
