col0,col1,col2,col3,col4
Thüringer Energie Team 2012,cycle sport,cycling team season,2012-01-01,Thüringer Energie
Øster Hus-Ridley 2012,cycle sport,cycling team season,2012-01-01,Team Coop
Vorarlberg 2012,cycle sport,cycling team season,2012-01-01,Team Vorarlberg-Santic
Heizomat 2012,cycle sport,cycling team season,2012-01-01,Heizomat
Eddy Merckx-Indeland 2012,cycle sport,cycling team season,2012-01-01,Quantec-Indeland
Differdange-Magic-SportFood.de 2012,cycle sport,cycling team season,2012-01-01,Differdange-Losch
Raiko Stölting 2012,cycle sport,cycling team season,2012-01-01,Stölting Service Group
Rádio Popular-Onda 2012,cycle sport,cycling team season,2012-01-01,Rádio Popular-Boavista
MTN Qhubeka 2012,cycle sport,cycling team season,2012-01-01,NTT Pro Cycling Team
LKT Brandenburg 2012,cycle sport,cycling team season,2012-01-01,LKT Brandenburg
LA Aluminios-Antarte 2012,cycle sport,cycling team season,2012-01-01,LA Alumínios-Metalusa-BlackJack
2012 EPM-UNE season,road bicycle racing,cycling team season,2012-01-01,EPM
CCC Polsat Polkowice 2012,road bicycle racing,cycling team season,2012-01-01,CCC Development
Atlas Personal-Jakroo 2012,cycle sport,cycling team season,2012-01-01,Atlas Personal-Jakroo
