col0,col1,col2
White Russian Records,2005-01-01,Eindhoven
Spacebomb Records,2013-01-01,Richmond
MIS Records,2002-01-01,Frederiksberg
Blowpipe,2000-01-01,Haarlem
Underground Inc.,2000-01-01,Chicago
Marathon Artists,2012-01-01,London
Upset The Rhythm,2005-01-01,London
Communion Records,2006-01-01,London
Glitterhouse Records,1989-01-01,Beverungen
Bar/None Records,1986-01-01,Hoboken
Fuego Edition,1984-01-01,Bremen
Black Hen Music,1995-01-01,Nashville
Modern Love Records,2002-01-01,Manchester
Meta Records,1999-01-01,Fürth
Bloodshot Records,1994-01-01,Chicago
Buback Records,1987-01-01,Hamburg
Sonar Kollektiv,1997-01-01,Berlin
Motor Music,2005-01-01,Berlin
Candid Records,1960-01-01,New York City
Blind Pig Records,1977-01-01,Ann Arbor
