col0,col1,col2,col3
Gederot Regional Council,regional council of Israel,Israel,1953-01-01
Drom HaSharon Regional Council,regional council of Israel,Israel,1980-01-01
Shafir Regional Council,regional council of Israel,Israel,1950-01-01
Mateh Binyamin Regional Council,regional council of Israel,Israel,1979-01-01
Hof HaCarmel Regional Council,regional council of Israel,Israel,1951-01-01
Merhavim Regional Council,regional council of Israel,Israel,1951-01-01
Gan Raveh Regional Council,regional council of Israel,Israel,1952-01-01
Lev HaSharon Regional Council,regional council of Israel,Israel,1984-01-01
Eshkol Regional Council,regional council of Israel,Israel,1951-01-01
Mateh Yehuda Regional Council,regional council of Israel,Israel,1964-01-01
