col0,col1,col2,col3
Callan Park Hospital for the Insane,Heritage Act - State Heritage Register,Inner West Council,Australia
Beechworth Asylum,listed on the Victorian Heritage Register,Victoria,Australia
Cumberland Hospital,listed on the Australian National Heritage List,New South Wales,Australia
Graylands Hospital,State Registered Place,Perth,Australia
LVR-Klinik Bonn,architectural heritage monument in North Rhine-Westphalia,Bonn,Germany
Heilanstalt Neufriedenheim,architectural heritage monument in Bavaria,Sendling-Westpark,Germany
Karl-Bonhoeffer-Nervenklinik,Kulturdenkmal,Reinickendorf,Germany
Landesirrenanstalt Domjüch,Kulturdenkmal,Neustrelitz,Germany
St. Petersburg Psychiatric Hospital No. 1 (named after P. P. Kashchenko),cultural heritage site in Russia,Gatchinsky District,Russia
Psychiatric Hospital of St. Nicholas the Wonderworker,cultural heritage site in Russia,Saint Petersburg,Russia
St. Petersburg Psychiatric Hospital № 3 named after I. I. Skvortsov–Stepanov,cultural heritage site in Russia,Saint Petersburg,Russia
San Salvi,Italian national heritage,Florence,Italy
Utica Psychiatric Center,National Historic Landmark,Utica,United States of America
Sonoma Developmental Center,place listed on the National Register of Historic Places,Sonoma County,United States of America
