col0,col1,col2
AccessAir,2001-01-01,Boeing 737-200 Advanced
Kalstar Aviation,2017-11-30,ATR 42
Triple Alpha Luftfahrtgesellschaft,2011-01-01,Bombardier Global
Tempelhof Airways,1991-01-01,Saab 340
Südavia,1990-01-01,Saab 340
Südflug International,1969-01-01,F-27
VHM Schul- und Charterflug,2011-01-01,H120 Colibri
British Aviation Services,1962-01-01,DC-3
Avant Airlines,2001-01-01,Boeing 737
European Coastal Airlines,2017-01-01,DHC-6 Twin Otter
Finnaviation,1996-09-02,Saab 340
Robin Hood Aviation,2011-01-01,Saab 340A
Flybmi,2019-02-16,Embraer Regional Jet
Heliswiss,2012-01-01,H120 Colibri
Germania,2019-02-05,Caravelle
LTU International,2011-01-01,A330
Blue Wings,2010-01-01,A330
Cyprus Airways,2015-01-01,A320 family
