col0,col1,col2
Fujieda Chūō Elementary School,497,20
Fujieda Municipal Asahina first elementary school,49,6
Fujisaki Chūō Elementary School,149,8
Warabi City Chūō Elementary School,354,21
Akado Elementary School,509,16
Kaishin Daiichi  Elementary School,619,18
Sagara Elementary School,524,20
Takanawadai Elementary School,635,19
Seinan Elementary School,562,18
Jingumae Elementary School,341,12
Hamamatsu Shiritsu Futamata Elementary School,299,15
Shibuya Ward Tomigaya Elementary School,470,15
Shibuya Ward Yoyogi Sanya Elementary School,392,13
Shibuya ward Nakahata elementary school,399,13
Shibuya Ward Tokiwamatsu Elementary School,139,6
Shibuya ward Hatashiro elementary school,655,20
Shibuya Ward Rinsen Elementary School,327,11
Shibuya Ward Hatomori Elementary School,121,6
Shiba Chūō Elementary School,442,23
Goshogawara City Chūō Elementary School,326,17
