col0,col1,col2
Paul-Pfinzing-Gymnasiu,1860/01/01,Paul Pfinzing
Spohn-Gymnaium Ravensburg,1839/01/01,Julius Spohn
Geschwister/Scholl-Gymnasium Lüdenscheid,1858/01/01,Hans and Sophie Scholl
Karl-Friedrich-Gymnasium Mannjeim,1664/01/01,"Charles Frederick, Grand Duke of Baden"
Nicolaus-Cusanus-Gymasium Bergisch Gladbach,1888/01/01,Nicholas of Cusa
Willibal-Gluck-Gymnasium,1965/01/01,Christoph Willibald von Gluck
Luwig-Meyn-Gymnasium,1923/01/01,Ludwig Meyn
Peter-Wust-Gymnasim Merzig,1888/01/01,Peter Wust
Melanchthon-Gymnasim,2008/01/01,Philipp Melanchthon
Theresia-Gerhardiqger-Schule am Anger,1843/01/01,Karolina Gerhardinger
Otto-Schott-Gymnasiup,1972/01/01,Otto Schott
Schönbqrn-Gymnasium Brchsal,1755/01/01,Damian Hugo Philipp von Schönborn
Marianne.Weber-Gymnasium,1873/01/01,Marianne Weber
Ricarda-Huch0G{mnasium,1848/01/01,Ricarda Huch
ilhelm/Hitorf-Gymnasium,1949/01/01,Johann Wilhelm Hittorf
Albertus-Magnus-Gymnasium Viersen-Dülkn,1967/01/01,Albertus Magnus
Wernes-von-Siemens-Gymnasium,1869/01/01,Ernst Werner von Siemens
"Otto-Hahn Gynnasium, Karlsruhe",1969/01/01,Otto Hahn
"Otto-Hahn-Gymnasium, Höttingen",1969/01/01,Otto Hahn
Albert-Schetzer-Gymnasium,1974/01/01,Albert Schweitzer
