col0,col1,col2
Murfreesboro Musicians,2006-01-01,Murfreesboro
Norfolk County Cricket Club,1876-01-01,Norfolk
Northumberland County Cricket Club,1895-01-01,Northumberland
North Albany Football Club,1897-01-01,Western Australia
Vermont Frost Heaves,2005-01-01,Cornwall
Z-Boys,1970-01-01,Venice
Bellingham Slam,2005-01-01,Bellingham
Red Bull Racing,2005-01-01,Milton Keynes
Dallas Rattlers,2001-01-01,Frisco
Zhejiang New Century Tourism Volleyball,1958-01-01,Jiaxing
Calgary Roughnecks,2001-01-01,Calgary
Chesapeake Bayhawks,2001-01-01,Annapolis
Fort Worth Flyers,2005-01-01,Fort Worth
WeMade Entertainment,2000-01-01,Seoul
Unione Sportiva Catanzaro,1927-01-01,Catanzaro
Ferencvárosi TC,1993-01-01,Budapest
Picadero JC,1951-01-01,Barcelona
FC Barcelona Hoquei,1942-06-01,Barcelona
Boston Cannons,2001-01-01,Boston
Anderson Heat,2005-01-01,Anderson
