col0,col1,col2
Zoo de Vendeuil,80000,France
Jardin Exotique et Zoo de Sanary-Bandol,70000,France
Greensboro Science Center,320000,United States of America
Melaka Zoo and Night Safari,420000,Malaysia
Rostov Zoo,185555,Russia
Belle Isle Aquarium,56000,United States of America
Abilene Zoological Gardens,224805,United States of America
Espace zoologique de La Boissière-du-Doré,144964,France
Islamabad Zoo,830000,Pakistan
Zoo de Maubeuge,186469,France
Zoo d'Amiens,78870,France
ZooParc de Beauval,1050000,France
Parc des oiseaux,238551,France
Tiergarten Kleve,80000,Germany
Pairi Daiza,2000000,Belgium
Tierpark Berlin,1470254,Germany
