col0,col1,col2,col3,col4
Sotetsu Holdings,Sagami Railway,"Sotetsu Holdings, Inc.",holding company,1918-01-04
Mainichi Newspapers Group Holdings,The Mainichi Newspapers Co.,"The Mainichi Newspapers Group Holdings Co., Ltd.",holding company,2011-04-01
Fujifilm Holdings,Fujifilm,FUJIFILM Holdings Corporation,holding company,1934-01-20
Keihan Holdings,Keihan Electric Railway,"Keihan Holdings Co., Ltd.",holding company,1949-11-25
TV Tokyo Holdings,TV Tokyo,TV Tokyo Holdings Corporation,holding company,2010-10-01
Seino Holdings,Seino Transportation,"Seino Holdings Co., Ltd.",holding company,1946-11-01
Alphabet Inc.,Google,Alphabet Inc.,holding company,2015-08-10
The Yomiuri Shimbun Holdings,Chuokoron-Shinsha,The Yomiuri Shimbun Holdings,holding company,2002-07-01
Asahi Broadcasting Group Holdings,DLE,Asahi Broadcasting Group Holdings Corporation,television station,1951-03-15
Sega Sammy Holdings,Sammy Corporation,SEGA SAMMY HOLDINGS INC.,holding company,2004-10-01
Asahi Broadcasting Group Holdings,DLE,Asahi Broadcasting Group Holdings Corporation,holding company,1951-03-15
