col0,col1,col2,col3,col4
PEC Zwolle Vrouwen,association football,Zwolle,2010-03-10,Eredivisie
Charlton Athletic W.F.C.,association football,Charlton,2000-01-01,FA Women's Premier League National Division
Helsingin Jalkapalloklubi,association football,Helsinki,1971-01-01,Naisten Liiga
Philadelphia Independence,association football,Philadelphia,2009-01-01,Women's Professional Soccer
Olympique de Marseille,association football,Marseille,1920-01-01,Division 1 Féminine
Montpellier HSC,women's association football,Montpellier,2001-01-01,Division 1 Féminine
Umeå Södra FF,association football,Umeå Municipality,1982-01-01,Damallsvenskan
Tyresö FF,association football,Tyresö Municipality,1971-01-01,Damallsvenskan
Hammarby IF DFF,association football,Stockholm,1970-01-01,Damallsvenskan
FC Kansas City,association football,Kansas City,2012-01-01,National Women's Soccer League
Lincoln Ladies F.C.,association football,Nottingham,1995-01-01,FA WSL
Everton L.F.C.,association football,Liverpool,1983-01-01,FA WSL
Bristol City W.F.C.,association football,Bristol,1998-01-01,FA WSL
Chelsea L.F.C.,association football,London,1992-01-01,FA WSL
RSC Anderlecht,association football,Tubize,1971-01-01,BeNe League
SC Telstar VVNH,association football,Velsen,2011-07-18,BeNe League
AA Gent,association football,Ghent,1996-01-01,BeNe League
Brøndby IF,association football,Brøndby Municipality,1964-12-03,Elitedivisionen
SV Werder Bremen,association football,Bremen,2007-01-01,2. Fußball-Bundesliga
Atlético Málaga,association football,Malaga,1992-01-01,Primera División
