col0,col1,col2,col3
UNIPETROL RPA,Benzina,společnost s ručením omezeným,6613358000
NPO Saturn,Lyulka,open joint-stock company,5193948000
O2 Czech Republic,Eurotel,akciová společnost,7108000000
Caterpillar Inc.,Clarence Leo Best,public company,8293000000
Unipro,RAO UES,public company,6718171000
Philip Morris International,Rothmans International,public company,11503000000
Daimler AG,Maybach,Aktiengesellschaft,12902000000
Costco,Price Club,joint-stock company,4737000000
OGK-2,RAO UES,joint-stock company,9389245000
Enel Russia,RAO UES,joint-stock company,10333967000
WarnerMedia,Warner Communications Inc.,joint-stock company,7965000000
Residomo,RPG Byty,společnost s ručením omezeným,3472640000
Avast Software,AVG Technologies CZ,společnost s ručením omezeným,2258665000
Letiště Praha,Český Aeroholding,akciová společnost,4044229000
EP Industries,Energetický a průmyslový holding,akciová společnost,1724000000
Česká telekomunikační infrastruktura,O2 Czech Republic,akciová společnost,3584000000
Iveco Czech Republic,Karosa,akciová společnost,2551540000
Ahold Delhaize,Ahold,Naamloze vennootschap,2395000000
FTV Prima,FTV Premiéra,společnost s ručením omezeným,465635000
Lasselsberger,RAKO,společnost s ručením omezeným,340662000
